video_idx,occlusion_accuracy,pts_within_1,jaccard_1,pts_within_2,jaccard_2,pts_within_4,jaccard_4,pts_within_8,jaccard_8,pts_within_16,jaccard_16,average_jaccard,average_pts_within_thresh
0,1.0,0.07066167290886392,0.036624822052543034,0.27752808988764044,0.16112198303979125,0.6283395755305867,0.4580868298898699,0.9367041198501873,0.8809439943642128,0.9983770287141074,0.9967593169637293,0.5067073892620293,0.5823220973782771
1,0.6550675675675676,0.1598890942698706,0.06647687927983381,0.39131238447319777,0.18016177096636868,0.6929759704251386,0.37061208345693664,0.8741219963031424,0.5171847635726795,0.9412199630314233,0.5799612447281431,0.3428793484007923,0.6119038817005544
10,0.8141608391608391,0.129616635835938,0.06072559918713765,0.3725840403138356,0.19689765638172316,0.7215028385532947,0.46730053741215377,0.8946226956688141,0.652190103803007,0.9288766983478982,0.6943860989115906,0.41429999913912247,0.6094405817439561
11,0.7313198049394368,0.09312977099236641,0.04108003857280617,0.26205016357688116,0.12499348720887823,0.5932388222464559,0.3336627547869055,0.8155943293347874,0.5244281276475572,0.9352235550708833,0.6484959535806993,0.33453207235936927,0.5398473282442748
12,0.9931852128454071,0.14338893600980115,0.0769580941301434,0.43836584676279333,0.2795288603106878,0.8323437941758552,0.7086911162828023,0.9822825369899161,0.9586955521825123,0.999670153614174,0.9925135691559049,0.6032774384124101,0.6792102535105079
13,0.9076869076869077,0.1022458882638382,0.05117788668214255,0.31532614763602007,0.1766758096338001,0.648301627517499,0.4465511121628017,0.8302056941641259,0.6537603138103611,0.8771417529093486,0.7171699438202247,0.409067013221866,0.5546442220981664
14,0.9101131160786426,0.07058369309606542,0.03667436828400631,0.2324944719385069,0.13187979258013494,0.5432592748587273,0.3711527733986564,0.7804218876136324,0.6277677003253578,0.9033729949808712,0.7805984251968504,0.38961461195700114,0.5060264644975606
15,0.9266314457920977,0.1326149669098931,0.06815789473684211,0.3766332937383336,0.22142534730929334,0.7087222127948414,0.5186132069589076,0.8836755472594604,0.7410637689448099,0.9324622433395554,0.8140782122905028,0.4726676860480712,0.6068216528084167
16,1.0,0.18448979591836734,0.10161870503597123,0.6273469387755102,0.4570324115373179,0.9759183673469388,0.9529693104822639,1.0,1.0,1.0,1.0,0.7023240854111106,0.7575510204081632
17,0.9065778853914447,0.07204155374887082,0.035452322738386305,0.23328816621499548,0.12469821342346693,0.501806684733514,0.31317829457364343,0.8102981029810298,0.626287310176296,0.980126467931346,0.8720112517580872,0.394325478533976,0.5195121951219512
18,0.7269003491807682,0.05755997768272271,0.028364823886167484,0.1696113074204947,0.08736187845303868,0.39585270596987165,0.22542806315321326,0.6522224288636786,0.4180122225796076,0.8335503068625628,0.5796904113515837,0.2677714798847221,0.4217593453598661
19,0.7578641289981496,0.05076370170709793,0.022186687987207677,0.17026055705300988,0.07776606954689147,0.40610961365678344,0.20641660769049305,0.6554357592093442,0.3732545649838883,0.8059299191374663,0.5005868544600939,0.23604215693371486,0.4176999101527404
2,0.7805907172995781,0.10248681235870384,0.04718945176960444,0.2614920874152223,0.12527964205816555,0.53353428786737,0.290846877673225,0.7219291635267521,0.41756693283231566,0.8229088168801808,0.4933201385452746,0.274840608575717,0.4884702336096458
20,0.8334050796383986,0.07490308865824684,0.03963497684554617,0.23846442415905963,0.132072673340749,0.5198199324746781,0.33095030514385354,0.7016381142928598,0.501819970486965,0.8585719644866825,0.6638692098092643,0.3336694271252756,0.4786795048143054
21,0.994815668202765,0.1720572421209364,0.09385858038897162,0.5216312350070312,0.3516030108725955,0.9009843659525189,0.8159412690089145,0.9875920258085863,0.9704926028288083,0.998262883613202,0.9913743530764807,0.6446539632351541,0.716105550500455
22,0.7385509931048677,0.09495387954422138,0.04165669140531482,0.32625377877683903,0.1585453992164023,0.6696380125571662,0.3887647622087456,0.9066739012479653,0.6067208271787297,0.9858925664677157,0.6967688022284123,0.37849129644752094,0.5966824277187814
23,0.8570916788796613,0.09762061871676435,0.04876957494407159,0.29321119434848425,0.16187151138984074,0.5901874781663626,0.3885898261429491,0.7818188875519155,0.5809507052579104,0.8666692543570237,0.6756907966307152,0.3711744828730974,0.5259014866281101
24,0.9125188536953243,0.16981132075471697,0.0910902047592695,0.5172272354388844,0.34031271244051664,0.8326497128794094,0.688881274627377,0.9099671862182116,0.777176852352623,0.9267842493847416,0.7989051094890511,0.5392732307337674,0.6712879409351927
25,0.7595628415300546,0.10526315789473684,0.04582763337893297,0.28421052631578947,0.13595839524517087,0.6330827067669172,0.354295837023915,0.8609022556390977,0.5413306451612904,0.943609022556391,0.6120189773326304,0.33788629762838795,0.5654135338345865
26,0.8558133913463862,0.09277014770665976,0.04838821490467938,0.2906193314330137,0.16698819353345165,0.6207566727131382,0.4304767309875142,0.8241772479917077,0.6342122325480873,0.9260171028763928,0.7644382219110956,0.40890071877696565,0.5508681005441824
27,0.7811558811558812,0.10257882397971389,0.05254712175241977,0.3171140136835558,0.18096081849618473,0.6161427682885986,0.41352534719846756,0.8200564566288694,0.6069609177522847,0.9203387397732166,0.7106722967378705,0.39293330038744545,0.5552461604707909
28,0.8963740836140281,0.08179184310229552,0.04288385136714185,0.2450412302206374,0.1392647434260914,0.5337642077111656,0.3613483831604637,0.7593046579006018,0.5984597474702248,0.8974816135502562,0.7740011926058438,0.3831915836059531,0.5034767104969913
