video_idx,occlusion_accuracy,pts_within_1,jaccard_1,pts_within_2,jaccard_2,pts_within_4,jaccard_4,pts_within_8,jaccard_8,pts_within_16,jaccard_16,average_jaccard,average_pts_within_thresh
0,1.0,0.062421972534332085,0.03221649484536082,0.1891385767790262,0.10444674250258532,0.5294631710362048,0.360047542236183,0.9044943820224719,0.8256410256410256,0.9991260923845193,0.9982537108644132,0.4641211032179136,0.5369288389513109
1,0.6175675675675676,0.10018484288354898,0.03965466783728417,0.32255083179297594,0.13999197753710388,0.6602587800369686,0.33565184697809947,0.8963031423290203,0.5175138829560018,0.9730129390018484,0.587886914739077,0.3241398580095132,0.5904621072088725
10,0.6993881118881119,0.06436180391656567,0.027106896273809203,0.24698603049052753,0.11268917345750873,0.5921413535753014,0.32066738056582267,0.8386170823499394,0.5240980665736495,0.9186706640301078,0.6043642467477969,0.31778515272371743,0.5321553868724884
11,0.720937549158408,0.06597600872410032,0.028437132784958873,0.2202835332606325,0.10165651276370777,0.5221374045801527,0.27998127998128,0.8015267175572519,0.5054355304802532,0.9232279171210469,0.63064540169921,0.30923117154188196,0.5066303162486369
12,0.9919716206123973,0.08175478277259447,0.04248806171176687,0.297757044576383,0.17424764847047142,0.7209970785034399,0.5608271613991347,0.9656488549618321,0.9278145095552939,0.9990104608425219,0.9899962602842184,0.539074728284177,0.6130336443313542
13,0.9081939081939082,0.0663030875595826,0.03258483876413979,0.21840511873577534,0.11600748141051959,0.5626315111435565,0.365712052699157,0.8270279555116589,0.6491287202130169,0.9201271095460987,0.7791353041707574,0.38851367945151816,0.5188989564993344
14,0.959130083490439,0.05735144431574883,0.02888967468175389,0.17619599171668246,0.09440704103509234,0.4483872099961391,0.2812699531033268,0.7300902039240462,0.5562805872756933,0.8866308658874732,0.7670421765402484,0.34557788652722293,0.459731143168018
15,0.8927003497284024,0.07067707449516375,0.034462785983203015,0.270066180213813,0.14586865863159343,0.6114882063465128,0.4049558914423779,0.8393008654335653,0.654579142403388,0.9118445613439674,0.7538051483481798,0.39873432536174847,0.5406753775666046
16,1.0,0.18489795918367347,0.10186642680458736,0.4689795918367347,0.3063183151159691,0.8906122448979592,0.8027961736571008,0.996734693877551,0.9934906427990235,1.0,1.0,0.6408943116753362,0.7082448979591837
17,0.8934624697336562,0.047651309846431796,0.023002289327373814,0.16869918699186992,0.08648836401528308,0.4568654019873532,0.2748267898383372,0.7850045167118338,0.5883547731888964,0.9541553748870822,0.8189571622407443,0.35832587572212693,0.4824751580849142
18,0.7253558957829708,0.029105449135205505,0.012479566205494199,0.10265947554398364,0.04545080279950597,0.2659475543983634,0.12681931132410365,0.50437046680305,0.2711618361115283,0.7156406918355961,0.4339601332655712,0.17797432994124068,0.32354472754323976
19,0.6579434311393074,0.03324348607367475,0.01312987934705465,0.11590296495956873,0.04713002017238217,0.3086253369272237,0.136318407960199,0.577717879604672,0.2871956717763751,0.8036837376460018,0.4499746063991874,0.18674971713103966,0.3678346810422282
2,0.5206101914962674,0.05275056518462698,0.017504376094023506,0.16201959306706856,0.05578619615983394,0.37829691032403917,0.14041479820627803,0.6028636021100227,0.24244274809160304,0.7784476262245666,0.3340983606557377,0.15804929584149524,0.3948756593820648
20,0.9206844597503229,0.06327372764786796,0.031042403923759856,0.19107165186945105,0.10045722616128819,0.4370388895835938,0.2641394534520819,0.6736276103538827,0.4756531011196019,0.8365637113917719,0.6661984549011739,0.30749812791158115,0.44031511816931346
21,0.994815668202765,0.1191992720655141,0.06320175438596491,0.3578459756803706,0.2172231985940246,0.7722723136735875,0.6263669909426367,0.9681528662420382,0.9335566722501396,0.9974356853337745,0.9897398013625544,0.566017683507064,0.642981222599057
22,0.712977256354842,0.0683667932718394,0.02899123673980365,0.23672583520657314,0.10806016744714063,0.561274319820169,0.3009830056647784,0.8576854507402527,0.546084546084546,0.9716301061933184,0.6651916617796023,0.32986212354317423,0.5391365010464305
23,0.8413613418010096,0.044327135814928385,0.020680538201046702,0.16725536622287776,0.08277942137011565,0.4277452160074525,0.24292676472534017,0.6381632573846213,0.411615908635544,0.7442456235686837,0.5152158718210657,0.25464370095062244,0.4043473197997128
24,0.8208479973185856,0.06931911402789172,0.03224883121839519,0.27645611156685806,0.1423292154999472,0.7789171452009844,0.5409485828229597,0.9511894995898277,0.7503640187671897,0.9692370795734209,0.7756441818480223,0.44830696603130277,0.6090237899917965
25,0.5102459016393442,0.06917293233082707,0.02301150575287644,0.25413533834586466,0.09008528784648187,0.5864661654135338,0.23527635155542131,0.8721804511278195,0.39495225102319237,0.9796992481203007,0.46647543922552887,0.24196016708070017,0.5523308270676692
26,0.913947304810249,0.052733868877947655,0.026068821689259645,0.1991448561803576,0.10662824207492795,0.49494687742938587,0.3137516688918558,0.7517491578129049,0.56516552341187,0.8774293858512568,0.7204677084471642,0.3464163929030155,0.47520082923037055
27,0.856003256003256,0.06655183962489833,0.031971866596179926,0.2319027797713028,0.12071289501273026,0.5338978996220276,0.32822530544626216,0.7922108990000478,0.5769176735037932,0.9306253289316301,0.7508189050070192,0.36172932911319694,0.5110377493899814
28,0.8880523083019616,0.04635613995988411,0.02235837901752123,0.15489190996211277,0.07883393829401089,0.4075105861377312,0.23792789275022777,0.6802986405170492,0.4725189657841771,0.8622687764653443,0.685451001240475,0.2994180354172824,0.4302652106084244
29,0.9664169465254456,0.0694110309186492,0.03531758625379698,0.2453889334402566,0.13713773528533016,0.5941370400071282,0.4124195942602672,0.8762363004544239,0.7563451776649747,0.9785262407555912,0.9264383330521343,0.4535316853033007,0.5527399091152099
3,0.7790877796901893,0.10937931796827502,0.05031910295202014,0.338418172774001,0.17402302117379564,0.7040844525507102,0.4459029017466485,0.9022273807549881,0.6533781620236951,0.9630796440612391,0.7295260425389382,0.4106298460870195,0.6034377936218427
4,0.5742092457420924,0.07606263982102908,0.02869198312236287,0.337061894108874,0.14102964118564743,0.6283867760377827,0.2994196375695843,0.8028834203330848,0.417258752099212,0.8866517524235645,0.4815665091154625,0.2735933046184538,0.546209296544867
5,0.4281325433399166,0.06874638937030618,0.020050547598989048,0.1877527440785673,0.05672892302321522,0.4783362218370884,0.1584385763490241,0.7169266320046216,0.2575820523473203,0.7856730213749278,0.2886334610472541,0.15628671207316056,0.4474870017331022
6,0.7907277907277908,0.1380794701986755,0.06512210394489668,0.3066225165562914,0.15733968361966322,0.6211920529801325,0.3798418170756439,0.8490066225165563,0.602826855123675,0.9264900662251656,0.6946450809464508,0.3799551081420659,0.5682781456953643
7,0.7139820213799806,0.048346822800068884,0.020732820445951233,0.1641553297744102,0.07422074103117036,0.4116583433786809,0.2081578657259398,0.6321680730153263,0.3575126966431314,0.7561994144997417,0.4555596876162142,0.2232367622924814,0.4025055966936456
8,0.8297913950456324,0.07795172863666014,0.036643796235961514,0.35167971298108286,0.18957554431493293,0.7525277234181343,0.5168255748738082,0.9412915851272016,0.7410196987253765,0.9808382257012394,0.7959359851251743,0.45600011985505073,0.6208577951728637
9,0.5482474514732579,0.02991256327657616,0.010674157303370787,0.1019788311090658,0.03727445394112061,0.2757478140819144,0.10755803425922572,0.5440404970087437,0.23567676767676768,0.7700874367234238,0.36714349575324096,0.15166538178674513,0.34435342843994476
