video_idx,occlusion_accuracy,pts_within_1,jaccard_1,pts_within_2,jaccard_2,pts_within_4,jaccard_4,pts_within_8,jaccard_8,pts_within_16,jaccard_16,average_jaccard,average_pts_within_thresh
0,1.0,0.0696629213483146,0.03608847497089639,0.2616729088639201,0.15053145647802355,0.6205992509363296,0.44990496877545477,0.9388264669163545,0.8847058823529412,0.9997503121098626,0.9995007488766849,0.5041463062908002,0.5781023720349563
1,0.6172297297297298,0.14491682070240297,0.05835504279866022,0.37024029574861367,0.1639652914210871,0.6730129390018484,0.34420495367744375,0.8617375231053604,0.48780998221199123,0.9512014787430684,0.5671773393585363,0.3243025218935437,0.6002218114602588
10,0.6972902097902098,0.11258531606812527,0.048336300150623034,0.3438157810805639,0.16387959866220736,0.6839318747209288,0.38907032440670586,0.88046182305288,0.5639171467091555,0.9243477706193787,0.6091470847870865,0.3548700909431556,0.5890285131083753
11,0.7226679251219128,0.08582333696837513,0.03734636738955061,0.2420937840785169,0.11303462321792261,0.5562704471101417,0.3043737693179784,0.7962922573609597,0.5014767497767704,0.9219193020719738,0.6304915342731409,0.3173446087950726,0.5204798255179934
12,0.9908980582524272,0.130524926962586,0.06947753894002859,0.40580529639053814,0.25309313192464805,0.807275468853077,0.6716587603402987,0.9837432852700029,0.9593327819134271,0.9997172745264349,0.9903374877468142,0.5887799401730434,0.6654132504005278
13,0.9078039078039079,0.09709279855713489,0.0484662708194894,0.293339631554086,0.16232979254295288,0.6230085455404303,0.4216951517265434,0.8168506033409199,0.6364001338240214,0.8686820973075107,0.705260955966949,0.3948304609759912,0.5397947352600163
14,0.9589280904928629,0.06029974377873715,0.030423233575349744,0.21147028886314978,0.11546055784529857,0.5198483731704749,0.3412936240837214,0.7771576989224668,0.6139572296341497,0.9087080130567547,0.8012072434607646,0.38046837771985675,0.49549682355831665
15,0.8865242949624228,0.127269641948074,0.06363018931997623,0.3728152044798914,0.21200541743252393,0.7130493806210758,0.5031193761247751,0.8826573901238758,0.7078107960741549,0.9355167147463092,0.7835433126912947,0.45402181832854505,0.6062616663838452
16,1.0,0.15183673469387754,0.08215547703180212,0.3840816326530612,0.23768628441525638,0.7310204081632653,0.5760694757156642,0.9310204081632653,0.8709431080565101,0.9853061224489796,0.9710378117457763,0.5475784313930018,0.6366530612244897
17,0.8900322841000807,0.06549232158988257,0.0316079295154185,0.2181571815718157,0.11432310254580062,0.4950316169828365,0.3044144269600334,0.8123306233062331,0.6191875540190147,0.9794489611562782,0.8559540320982763,0.3850974090277087,0.5140921409214092
18,0.7185737308622079,0.052445601636600336,0.022597059177050363,0.1609633624697787,0.07257522272650865,0.3806025664868886,0.19038291124481135,0.6335317091314859,0.36217110529967445,0.8056537102473498,0.5099686446192984,0.2315389886134686,0.4066393899944207
19,0.612476870208829,0.04537286612758311,0.017166637766603085,0.16397124887690925,0.06518975848919557,0.38544474393531,0.16969092721834497,0.6190476190476191,0.3021087680355161,0.784366576819407,0.41485769416304874,0.1938027571345417,0.39964061096136566
2,0.5985069782538137,0.08816880180859081,0.03103448275862069,0.23662396382818388,0.08788133221382592,0.5041446872645065,0.20789310130515848,0.6880180859080633,0.3069939475453934,0.8093443858327054,0.3808170515097691,0.20292398306655351,0.4652599849284099
20,0.8592337494619027,0.07177691634362886,0.035109407837804425,0.22470926597474053,0.11677225741913971,0.5013129923721396,0.29954989911531893,0.690884081530574,0.47049525816649107,0.8396898837063899,0.6342344100712404,0.3112322465219989,0.4656746279854945
21,0.994815668202765,0.17544875506658947,0.09588607594936709,0.5144346099760112,0.3450782377094662,0.8908098271155596,0.7993616389548693,0.9829597154437919,0.9615633597669526,0.9980147241293739,0.9908837056504599,0.6385546036062231,0.7123335263462651
22,0.6671297725635484,0.08115649949616309,0.03353619474695708,0.29811642508332686,0.1353224728193941,0.6404929850399194,0.3441782961882941,0.9009379117897838,0.562869320933837,0.9854274862413767,0.6499795459194109,0.34517716612157867,0.5812262615301139
23,0.8411659338869891,0.08977991693513954,0.04284285396754835,0.2777238675620075,0.14556331006979062,0.5700034933819819,0.3520893371757925,0.7581415207856228,0.5295028524857376,0.8375577378410899,0.6193804469755803,0.3378757601348898,0.5066413073011683
24,0.8158203452321099,0.1622231337161608,0.07875348466746317,0.4887202625102543,0.28194510175106485,0.8131665299425759,0.5753125908694388,0.912428219852338,0.6945573975602127,0.932526661197703,0.7209339263024143,0.47030050023011877,0.6618129614438064
25,0.5191256830601093,0.11127819548872181,0.0368066355624676,0.2593984962406015,0.09021531752521122,0.5789473684210527,0.2285012285012285,0.818796992481203,0.35823429541595925,0.9255639097744361,0.42704245451302175,0.22815998630357764,0.538796992481203
26,0.9289340101522843,0.08836486136304743,0.044645195077245355,0.2764965016843742,0.15361815947372226,0.6337133972531744,0.4399927810864465,0.831433013734128,0.6695961498221386,0.9260171028763928,0.8072480181200453,0.4230200607159196,0.5512049753822235
27,0.8465201465201465,0.09707669489498111,0.04756863575411109,0.30252141045882974,0.16400470526728533,0.5930338261327209,0.3800167353643041,0.7883833309411032,0.5737965646426805,0.9057461365484905,0.7148964029885234,0.3760566088033809,0.5373522797952252
28,0.8929066772340004,0.078003120124805,0.03819084510884391,0.23490082460441275,0.12457892559541399,0.5181635836862046,0.32338827456707697,0.7559616670381101,0.5540220498162516,0.8858925785602852,0.7175737882480369,0.3515507766671247,0.49458435480276347
29,0.9614225437010248,0.11128931658201907,0.05802016072838761,0.34990644212777333,0.20814767663908337,0.7053372538536933,0.5309538213349465,0.9363806468858594,0.8499025341130604,0.9933172948409517,0.949165596919127,0.519237957946921,0.6192461908580593
3,0.7785283993115318,0.15354004311059527,0.07205291142523668,0.422981263472061,0.2272268408551069,0.7686398054496214,0.5070735798147743,0.8863648924998618,0.6339737507906389,0.9319626374841099,0.6890605206162397,0.42587752070039925,0.6326977284032499
4,0.5723486474881924,0.2152622421078797,0.08589565562388415,0.46234153616703955,0.2042679573204268,0.6738752174993786,0.3265479219677693,0.8041262739249316,0.4133746449780532,0.8709917971662938,0.46422361909856896,0.29886195979774044,0.6053194133731047
5,0.434935264428352,0.10398613518197573,0.03088008234688626,0.30329289428076256,0.09573304157549234,0.6025418833044482,0.20954106280193235,0.7770075101097631,0.28727506426735216,0.8445984979780474,0.31920965971459936,0.1885277821412525,0.5262853841709993
6,0.7821807821807821,0.16920529801324502,0.08021978021978023,0.43013245033112585,0.23271228950197062,0.7235099337748344,0.4652896081771721,0.890728476821192,0.6418515867334765,0.9410596026490067,0.7036395147313691,0.42474255587275367,0.6309271523178809
7,0.7030490767735665,0.08403650766316514,0.03621252597209854,0.24896676425004305,0.11549138258143112,0.5052522817289479,0.26557154186020165,0.6951954537627002,0.4022896163888331,0.7947735491648011,0.48782696713014756,0.26147840678654244,0.4656449113139315
8,0.8170143415906128,0.13209393346379647,0.0634304967873374,0.3843770384866275,0.21006642592840266,0.7428245270711024,0.5043507177298675,0.9360730593607306,0.7301759306476288,0.979044357469015,0.7867816470278455,0.45896104362421636,0.6348825831702544
9,0.5201787459851976,0.03442245743212149,0.011824217515017388,0.12204325816843074,0.0432231566594954,0.3378739070409572,0.12952636408555093,0.6085595950299125,0.26029770812002834,0.8128854118729867,0.3808517064331018,0.16514463056263878,0.38315692590888173
